,logistics,_id,area,weight,fee,time
288,武汉中通,75506176709479,湖北,1.5,2.85,2021-11-03
289,武汉中通,75506176713681,湖北,1.5,2.85,2021-11-03
290,武汉中通,75506177491640,湖北,1.5,2.85,2021-11-03
291,武汉中通,75506176587494,湖北,1.5,2.85,2021-11-03
292,武汉中通,75506176870595,湖北,1.5,2.85,2021-11-03
293,武汉中通,75506176712106,湖北,1.5,2.85,2021-11-03
294,武汉中通,75506176711240,湖北,1.5,2.85,2021-11-03
295,武汉中通,75506177490748,湖北,1.5,2.85,2021-11-03
296,武汉中通,75506176589614,湖北,1.5,2.85,2021-11-03
297,武汉中通,75506176576182,湖北,1.5,2.85,2021-11-03
298,武汉中通,75506177492817,湖北,1.5,2.85,2021-11-03
299,武汉中通,75506176733332,湖北,1.5,2.85,2021-11-03
300,武汉中通,75506176589380,湖北,1.5,2.85,2021-11-03
301,武汉中通,75506176732308,湖北,1.5,2.85,2021-11-03
302,武汉中通,75506176733478,湖北,1.5,2.85,2021-11-03
303,武汉中通,75506176864510,湖北,1.5,2.85,2021-11-03
304,武汉中通,75506176863725,湖北,1.5,2.85,2021-11-03
305,武汉中通,75506176731092,湖北,1.5,2.85,2021-11-03
306,武汉中通,75506176572544,湖北,1.5,2.85,2021-11-03
307,武汉中通,75506176575224,湖北,1.5,2.85,2021-11-03
308,武汉中通,75506176864349,湖北,1.5,2.85,2021-11-03
309,武汉中通,75506176732974,湖北,1.5,2.85,2021-11-03
310,武汉中通,75506176870421,湖北,1.5,2.85,2021-11-03
311,武汉中通,75506176866219,湖北,1.5,2.85,2021-11-03
312,武汉中通,75506176710123,湖北,1.5,2.85,2021-11-03
313,武汉中通,75506176710641,湖北,1.5,2.85,2021-11-03
314,武汉中通,75506176573306,湖北,1.5,2.85,2021-11-03
315,武汉中通,75506176865756,湖北,1.5,2.85,2021-11-03
316,武汉中通,75506176865452,湖北,1.5,2.85,2021-11-03
317,武汉中通,75506177493589,湖北,1.5,2.85,2021-11-03
318,武汉中通,75506176708516,湖北,1.5,2.85,2021-11-03
319,武汉中通,75506177490814,湖北,1.5,2.85,2021-11-03
320,武汉中通,75506176884426,湖北,1.5,2.85,2021-11-03
321,武汉中通,75506176574521,湖北,1.5,2.85,2021-11-03
322,武汉中通,75506176884406,湖北,1.5,2.85,2021-11-03
323,武汉中通,75506176731171,湖北,1.5,2.85,2021-11-03
324,武汉中通,75506176588169,湖北,1.5,2.85,2021-11-03
325,武汉中通,75506176574072,湖北,1.5,2.85,2021-11-03
326,武汉中通,75506176867414,湖北,1.5,2.85,2021-11-03
327,武汉中通,75506176866740,湖北,1.5,2.85,2021-11-03
328,武汉中通,75506177491001,湖北,1.5,2.85,2021-11-03
329,武汉中通,75506177368887,湖北,1.5,2.85,2021-11-03
330,武汉中通,75506177492804,湖北,1.5,2.85,2021-11-03
331,武汉中通,75506176708722,湖北,1.5,2.85,2021-11-03
